cert_code,cert_name,l1_category,l2_category,costing_use,description,performable_work,influence,license_type,evidence_type,license_grade,keywords,ministry,issuer
CERT-AGR-0004,수목치료기술자,농림생명,농림환경,"수목치료기술자 보유자는 수목치료, 나무병원, 병해충, 산림, 방제 지식을 바탕으로 재배, 방제, 시설, 생육관리 비용의 산정 기준과 현장 타당성을 검토할 수 있다.","수목 병해충, 생리장해, 방제와 치료 실무를 교육·평가하는 산림 분야 자격이다.","나무병원 등에서 수목 피해 진단 보조, 방제·처치, 수목 관리 작업을 수행할 수 있다.",3,민간,자격증,기타,"수목치료, 나무병원, 병해충, 산림, 방제",산림청,산림청
CERT-AGR-0006,식물보호산업기사,농림생명,농림환경,"식물보호산업기사 보유자는 식물보호, 병해충, 농약, 방제, 작물관리 지식을 바탕으로 재배, 방제, 시설, 생육관리 비용의 산정 기준과 현장 타당성을 검토할 수 있다.","식물병리, 해충, 농약, 잡초방제 지식을 평가하는 산업기사 등급 국가기술자격이다.","작물 병해충 진단, 농약·방제 계획 수립, 식물보호 현장관리 업무를 수행할 수 있다.",3,산업기사,자격증,산업기사,"식물보호, 병해충, 농약, 방제, 작물관리",농촌진흥청,한국산업인력공단
CERT-BIZ-0011,신용분석사,경영경제,금융신용,"신용분석사 보유자는 신용분석, 여신심사, 재무분석, 현금흐름, 기업평가 분석을 통해 재무위험, 현금흐름, 자금조달 비용이 원가와 수수료 산정에 미치는 영향을 검토할 수 있다.",한국금융연수원이 운영하는 국가공인 자격으로 기업신용 평가와 여신분석 역량을 검정한다.,"기업 재무·비재무 자료 분석, 현금흐름 검토, 신용등급 판단과 여신심사 지원 업무를 수행할 수 있다.",4,민간(국가),자격증,기타,"신용분석, 여신심사, 재무분석, 현금흐름, 기업평가",금융위원회,한국금융연수원
CERT-AGR-0007,약용식물관리사,농림생명,농림환경,"약용식물관리사 보유자는 약용식물, 재배, 한방소재, 품질관리, 농업 지식을 바탕으로 재배, 방제, 시설, 생육관리 비용의 산정 기준과 현장 타당성을 검토할 수 있다.","약용식물의 특성, 재배관리, 가공·유통 기초 지식을 평가하는 민간 자격이다.","약용식물 재배·수확·건조·보관, 품질관리, 활용 상담 업무를 수행할 수 있다.",2,민간,자격증,기타,"약용식물, 재배, 한방소재, 품질관리, 농업",농림축산식품부,한국자격개발원
CERT-ENG-0005,에너지관리산업기사,공학제조,에너지설비,"에너지관리산업기사 보유자는 에너지관리, 보일러, 열설비, 효율관리, 설비안전 운전 기준으로 보일러, 열설비, 에너지 효율 개선 비용의 산출 근거를 검토할 수 있다.","열역학, 연소, 보일러 및 에너지설비 관리 능력을 평가하는 산업기사 국가기술자격이다.","보일러·열설비 운전, 에너지 사용 효율 관리, 설비 점검과 안전관리 업무를 수행할 수 있다.",3,산업기사,자격증,산업기사,"에너지관리, 보일러, 열설비, 효율관리, 설비안전",산업통상자원부,한국산업인력공단
CERT-EDU-0005,웹디자인개발기능사,교육사무문화,디자인콘텐츠,"웹디자인개발기능사 보유자는 웹디자인, HTML, CSS, 포토샵, UI 제작 과정을 이해해 디자인, 콘텐츠, 편집, 웹 제작 비용의 작업량과 단가 적정성을 검토할 수 있다.","웹디자인기능사 계열 자격으로 웹 그래픽, 레이아웃, 인터페이스 구현 능력을 평가한다.","웹 화면 구성, 이미지 편집, HTML/CSS 기초 구현, 웹 콘텐츠 제작 업무를 수행할 수 있다.",2,국가기술자격,자격증,기타,"웹디자인, HTML, CSS, 포토샵, UI",산업통상자원부,한국산업인력공단
CERT-TRN-0001,소형선박조종사(해기사),교통운송,해양교통,"소형선박조종사(해기사) 보유자는 해기사, 소형선박, 항해, 선박조종, 해양안전 운항 기준을 이해해 선박 운항, 안전관리, 면허, 장비 유지비 산정의 적정성을 검토할 수 있다.",선박직원법상 해기사 면허의 하나로 소형선박 운항에 필요한 항해·기관·법규 지식을 확인한다.,"소형선박 항해·조종, 기본 기관관리, 안전운항과 법정 운항관리 업무를 수행할 수 있다.",3,국가면허,면허증,기타,"해기사, 소형선박, 항해, 선박조종, 해양안전",해양수산부,한국해양수산연수원/지방해양수산청
CERT-BIZ-0010,유통관리사1급,경영경제,물류유통,"유통관리사1급 보유자는 유통관리, 리테일, 상권분석, 유통마케팅, 물류 흐름을 반영해 운송, 보관, 하역, 유통비 산정 항목의 현실성과 과다 반영 여부를 검증할 수 있다.","유통경영, 상권분석, 유통마케팅, 물류관리 등 유통 실무 능력을 평가하는 국가자격이다.","유통전략 수립, 매장·채널 운영관리, 상품·고객·물류 흐름 개선 업무를 수행할 수 있다.",4,국가전문자격,자격증,기타,"유통관리, 리테일, 상권분석, 유통마케팅, 물류",산업통상자원부,대한상공회의소
CERT-ENG-0001,일반기계기사,공학제조,기계설비,"일반기계기사 보유자는 기계설계, 설비, 기계제작, CAD, 생산기술 지식을 활용해 기계장비, 설계, 제작, 유지보수 비용의 산출 기준과 투입량을 검증할 수 있다.","기계재료, 열·유체, 기계설계, 제작법 등 기계공학 전반을 평가하는 기사 국가기술자격이다.","기계 설계·제작·검사, 설비 운용, 기계요소 검토와 생산기술 지원 업무를 수행할 수 있다.",4,기사,자격증,기사,"기계설계, 설비, 기계제작, CAD, 생산기술",산업통상자원부,한국산업인력공단
CERT-TRN-0003,자동차진단평가사2급,교통운송,자동차교통,"자동차진단평가사2급 보유자는 자동차진단, 중고차, 성능점검, 차량평가, 사고이력 기준으로 차량 상태, 성능점검, 감가 요인을 반영해 차량 관련 원가와 평가비를 검증할 수 있다.","자동차 구조, 성능상태 점검, 가격 산정 기초 역량을 평가하는 국가공인 민간자격이다.","중고자동차 상태 진단, 성능점검, 사고·수리 이력 판단, 차량 가치평가 지원 업무를 수행할 수 있다.",2,민간(국가),자격증,기타,"자동차진단, 중고차, 성능점검, 차량평가, 사고이력",국토교통부,한국자동차진단보증협회
CERT-AGR-0003,유기농업기사,농림생명,농림환경,"유기농업기사 보유자는 유기농업, 친환경농업, 토양관리, 인증, 병해충 지식을 바탕으로 재배, 방제, 시설, 생육관리 비용의 산정 기준과 현장 타당성을 검토할 수 있다.","유기농업 생산, 토양비옥도, 병해충 방제와 인증 관련 지식을 평가하는 기사 국가기술자격이다.","유기농 작물 재배관리, 토양·병해충 관리, 인증 기준 대응, 친환경 농업 컨설팅 업무를 수행할 수 있다.",4,기사,자격증,기사,"유기농업, 친환경농업, 토양관리, 인증, 병해충",농림축산식품부,한국산업인력공단
CERT-BIZ-0006,재경관리사,경영경제,회계세무,"재경관리사 보유자는 재경관리, 재무회계, 세무회계, 원가관리, 결산 관점에서 증빙, 회계처리, 세금 반영 내역을 대조해 원가 산정의 누락과 중복 계상을 점검할 수 있다.",삼일회계법인이 시행하는 국가공인 회계관리 자격으로 재경 실무 전반의 중급 이상 역량을 평가한다.,"재무회계, 세무회계, 원가관리회계 기반의 결산·세무·관리회계 실무를 수행할 수 있다.",4,민간(국가),자격증,기타,"재경관리, 재무회계, 세무회계, 원가관리, 결산",금융위원회,삼일회계법인
CERT-SAF-0015,재난관리지도사,안전환경,안전방재,"재난관리지도사 보유자는 재난관리, BCP, 비상대응, 위험분석, 복구계획 위험요인을 반영해 안전관리비, 예방조치, 진단비, 대응계획 비용의 적정성을 검토할 수 있다.","재난관리 체계, 위험분석, 비상대응과 업무연속성 계획 지식을 다루는 민간 자격이다.","재난 예방계획 수립, 업무연속성 관리, 재난 대응훈련과 복구계획 지원 업무를 수행할 수 있다.",3,민간,자격증,기타,"재난관리, BCP, 비상대응, 위험분석, 복구계획",행정안전부,(사)한국비시피협회
CERT-CON-0007,전산응용건축제도기능사,건설부동산,건설건축,"전산응용건축제도기능사 보유자는 CAD, 건축제도, 도면작성, 건축설계, 기능사 전문성으로 공사 물량, 공법, 시공조건, 도면 근거를 확인해 공사원가 산정과 검증을 수행할 수 있다.",건축제도 기초와 CAD 기반 도면 작성 능력을 평가하는 기능사 국가기술자격이다.,"CAD를 활용한 건축 도면 작성, 설계도서 보조, 도면 수정·출력 업무를 수행할 수 있다.",2,국가기술자격,자격증,기타,"CAD, 건축제도, 도면작성, 건축설계, 기능사",국토교통부,한국산업인력공단
CERT-BIZ-0025,전산회계 1급,경영경제,회계세무,"전산회계 1급 보유자는 전산회계, KcLep, 결산, 부가세, 회계실무 관점에서 증빙, 회계처리, 세금 반영 내역을 대조해 원가 산정의 누락과 중복 계상을 점검할 수 있다.",한국세무사회 전산세무회계 자격 중 회계이론과 전산회계 실무 능력을 검정하는 국가공인 민간자격이다.,"회계 프로그램으로 전표입력, 결산, 부가세 신고자료, 원가 기초자료 처리를 수행할 수 있다.",2,민간(국가),자격증,기타,"전산회계, KcLep, 결산, 부가세, 회계실무",고용노동부,한국세무사회
CERT-BIZ-0015,전산세무 2급,경영경제,회계세무,"전산세무 2급 보유자는 전산세무, 세무신고, 부가세, 원천세, KcLep 관점에서 증빙, 회계처리, 세금 반영 내역을 대조해 원가 산정의 누락과 중복 계상을 점검할 수 있다.",세무회계 이론과 전산세무 실무 처리 능력을 평가하는 한국세무사회 국가공인 민간자격이다.,"전산세무 프로그램으로 부가가치세, 원천세, 소득세 기초 신고와 회계처리를 수행할 수 있다.",3,민간(국가),자격증,기타,"전산세무, 세무신고, 부가세, 원천세, KcLep",고용노동부,한국세무사회
CERT-ENG-0004,전자계산기제어산업기사,공학제조,전기전자,"전자계산기제어산업기사 보유자는 마이크로프로세서, 임베디드, 제어, 전자계산기, 유지보수 전문성으로 전자부품, 회로, 계측, 제어장치 원가의 재료비와 기술 난이도를 검토할 수 있다.","전자계산기 구조, 제어회로, 프로그래밍과 시스템 운용 능력을 평가하는 산업기사 자격이다.","마이크로프로세서 제어, 임베디드 장치 운용, 전자계산기 시스템 유지보수 업무를 수행할 수 있다.",3,산업기사,자격증,산업기사,"마이크로프로세서, 임베디드, 제어, 전자계산기, 유지보수",과학기술정보통신부/산업통상자원부,한국산업인력공단
CERT-BIZ-0032,전산회계 2급,경영경제,회계세무,"전산회계 2급 보유자는 전산회계, 회계원리, 전표입력, 장부, 증빙 관점에서 증빙, 회계처리, 세금 반영 내역을 대조해 원가 산정의 누락과 중복 계상을 점검할 수 있다.",회계원리와 전산회계 프로그램 기초 활용 능력을 평가하는 국가공인 민간자격이다.,"기초 회계전표 입력, 계정과목 분류, 회계 장부 조회와 증빙 정리 업무를 수행할 수 있다.",1,민간(국가),자격증,기타,"전산회계, 회계원리, 전표입력, 장부, 증빙",고용노동부,한국세무사회
CERT-IT-0005,정보처리기사,IT데이터,IT소프트웨어,"정보처리기사 보유자는 정보처리, 소프트웨어개발, DB, 시스템구축, 프로그래밍 기준으로 개발공수, 기능범위, 유지보수 항목을 검토해 소프트웨어 원가 산정의 적정성을 판단할 수 있다.","소프트웨어 개발 생명주기, 데이터베이스, 프로그래밍, 시스템 구축 능력을 평가하는 기사 국가기술자격이다.","정보시스템 요구분석, 소프트웨어 설계·구현·테스트, 운영·유지보수 업무를 수행할 수 있다.",4,기사,자격증,기사,"정보처리, 소프트웨어개발, DB, 시스템구축, 프로그래밍",과학기술정보통신부,한국산업인력공단
CERT-IT-0008,정보처리산업기사,IT데이터,IT소프트웨어,"정보처리산업기사 보유자는 정보처리, 산업기사, 개발보조, DB운영, 유지보수 기준으로 개발공수, 기능범위, 유지보수 항목을 검토해 소프트웨어 원가 산정의 적정성을 판단할 수 있다.",정보처리 실무의 기본 설계·개발·운영 능력을 평가하는 산업기사 국가기술자격이다.,"응용 소프트웨어 구현 보조, 데이터베이스 운용, 테스트와 시스템 유지보수 업무를 수행할 수 있다.",3,산업기사,자격증,산업기사,"정보처리, 산업기사, 개발보조, DB운영, 유지보수",과학기술정보통신부,한국산업인력공단
CERT-CON-0005,정비사업전문관리사,건설부동산,부동산도시정비,"정비사업전문관리사 보유자는 재개발, 재건축, 정비사업, 조합, 도시정비 절차를 이해해 정비사업 인허가, 조합운영, 사업관리비 산정 근거를 검토하고 검증할 수 있다.","도시정비사업 법령, 사업관리 절차, 조합 운영 실무를 다루는 민간 자격이다.","재개발·재건축 정비사업 절차 관리, 조합 행정, 사업성 검토와 인허가 지원 업무를 수행할 수 있다.",3,민간,자격증,기타,"재개발, 재건축, 정비사업, 조합, 도시정비",국토교통부,주거환경연구원
CERT-LAW-0002,정책분석평가사1급,법률행정,정책행정,"정책분석평가사1급 보유자는 정책분석, 정책평가, 성과관리, 지표설계, 공공정책 기준으로 공공사업 성과지표, 조사범위, 평가절차에 필요한 용역비 산정 근거를 검증할 수 있다.","정책분석, 평가방법론, 성과관리 실무 역량을 평가하는 민간 자격이다.","공공정책 조사·분석, 성과평가, 지표 설계, 평가보고서 작성 업무를 수행할 수 있다.",4,민간,자격증,기타,"정책분석, 정책평가, 성과관리, 지표설계, 공공정책",행정안전부,한국공공정책평가협회
CERT-BIZ-0014,조달계약사,경영경제,원가계약,"조달계약사 보유자는 조달, 공공계약, 입찰, 나라장터, 계약관리 지식을 활용해 예정가격, 계약금액, 직접비와 간접비 산출 근거의 적정성과 과다 계상 여부를 검증할 수 있다.",국가계약·지방계약·조달제도와 계약 실무 지식을 평가하는 민간 자격이다.,"공공조달 입찰·계약 검토, 계약조건 해석, 조달 절차와 문서 관리 업무를 수행할 수 있다.",3,민간,자격증,기타,"조달, 공공계약, 입찰, 나라장터, 계약관리",조달청,(사)한국경영기술지도사회
CERT-BIZ-0022,창업보육전문매니저,경영경제,창업사업화,"창업보육전문매니저 보유자는 창업보육, 스타트업, 사업화, 액셀러레이팅, 창업지원 경험을 바탕으로 창업지원, 보육, 사업화 프로그램의 인력과 운영비 산정 근거를 검토할 수 있다.",창업보육센터 운영과 창업기업 성장지원 역량을 평가하는 창업지원 분야 민간 자격이다.,"창업기업 발굴·입주관리, 사업화 멘토링, 보육 프로그램 운영, 정부지원사업 연계 업무를 수행할 수 있다.",3,민간,자격증,기타,"창업보육, 스타트업, 사업화, 액셀러레이팅, 창업지원",중소벤처기업부,(사)한국창업보육협회
CERT-LAB-0003,채용면접관 자격인증서,노무사회,노무인사,"채용면접관 자격인증서 보유자는 채용, 면접관, 공정채용, 역량평가, HR 기준으로 인건비, 채용비, 노무 리스크, 인력 투입계획이 원가에 적정하게 반영됐는지 검토할 수 있다.","공정채용, 면접기법, 평가오류 방지와 역량면접 운영 능력을 확인하는 민간 인증이다.","채용평가 기준 설계, 구조화 면접 진행, 역량평가, 면접 결과 기록·검증 업무를 수행할 수 있다.",2,민간,자격증,기타,"채용, 면접관, 공정채용, 역량평가, HR",고용노동부,한국채용면접관인증원
CERT-TRN-0002,초경량비행장치 조종자,교통운송,항공드론,"초경량비행장치 조종자 보유자는 드론, 초경량비행장치, 항공안전, 조종자증명, TS 기준으로 드론 촬영, 측량, 점검 업무의 장비비, 조종 인력비, 안전관리비를 검증할 수 있다.","항공안전법에 따른 초경량비행장치 조종자 증명으로 비행이론, 법규, 실기 조종 능력을 확인한다.","드론 등 초경량비행장치 비행계획, 안전점검, 조종, 촬영·측량·점검 임무 수행이 가능하다.",3,국가자격,면허증,기타,"드론, 초경량비행장치, 항공안전, 조종자증명, TS",국토교통부,한국교통안전공단
CERT-EDU-0006,컴퓨터그래픽기능사,교육사무문화,디자인콘텐츠,"컴퓨터그래픽기능사 보유자는 그래픽디자인, 포토샵, 일러스트, 편집디자인, 시각디자인 제작 과정을 이해해 디자인, 콘텐츠, 편집, 웹 제작 비용의 작업량과 단가 적정성을 검토할 수 있다.",컴퓨터 그래픽 디자인 도구 활용과 조형·색채·출력 기초 능력을 평가하는 기능사 국가기술자격이다.,"그래픽 소프트웨어를 활용한 이미지 편집, 광고·편집 디자인, 시각 콘텐츠 제작 업무를 수행할 수 있다.",2,국가기술자격,자격증,기타,"그래픽디자인, 포토샵, 일러스트, 편집디자인, 시각디자인",산업통상자원부,한국산업인력공단
CERT-TRN-0004,동력수상레저기구조종 일반조종1급,교통운송,해양교통,"동력수상레저기구조종 일반조종1급 보유자는 수상레저, 조종면허, 모터보트, 해양경찰청, 안전운항 운항 기준을 이해해 선박 운항, 안전관리, 면허, 장비 유지비 산정의 적정성을 검토할 수 있다.","해양경찰청이 관리하는 조종면허로 수상레저 안전법규, 운항 지식과 실기 조종 능력을 확인한다.","모터보트 등 동력수상레저기구 조종, 수상 안전관리, 레저 운항 업무를 수행할 수 있다.",2,국가면허,면허증,기타,"수상레저, 조종면허, 모터보트, 해양경찰청, 안전운항",해양경찰청,해양경찰청
CERT-EDU-0003,평생교육사2급,교육사무문화,상담교육,"평생교육사2급 보유자는 평생교육, 교육프로그램, 학습상담, 현장실습, NILE 경험을 활용해 교육과 상담 프로그램의 강사비, 운영비, 실습비 산정 근거를 검증할 수 있다.",평생교육 관련 교과목과 현장실습 이수로 취득하는 교육부 소관 국가자격이다.,"평생교육 프로그램 기획·운영·평가, 학습자 상담, 평생학습기관 행정 업무를 수행할 수 있다.",2,타기관,자격증,기타,"평생교육, 교육프로그램, 학습상담, 현장실습, NILE",교육부,국가평생교육진흥원/교육부
CERT-SAF-0006,품질경영기사,안전환경,품질인증환경,"품질경영기사 보유자는 품질관리, SPC, 품질경영, 공정관리, 신뢰성 기준으로 시험, 인증, 심사, 품질관리 활동에 필요한 인력과 비용 산정의 타당성을 검증할 수 있다.","품질경영, 통계, 실험계획, 신뢰성 관리 능력을 평가하는 기사 국가기술자격이다.","품질계획, 공정 품질관리, 통계적 품질관리, 제품 검사와 개선활동 업무를 수행할 수 있다.",4,국가기술자격,자격증,기사,"품질관리, SPC, 품질경영, 공정관리, 신뢰성",산업통상자원부,한국산업인력공단
CERT-SAF-0001,품질관리기술사,안전환경,품질인증환경,"품질관리기술사 보유자는 품질기술사, 품질경영, 공정개선, 통계품질, 기술자문 기준으로 시험, 인증, 심사, 품질관리 활동에 필요한 인력과 비용 산정의 타당성을 검증할 수 있다.",품질관리 분야 최고 수준의 전문기술과 실무경험을 평가하는 기술사 국가기술자격이다.,"품질경영 전략 수립, 품질시스템 진단, 공정개선 기술자문, 품질 문제 해결 업무를 수행할 수 있다.",5,국가기술자격,자격증,기술사,"품질기술사, 품질경영, 공정개선, 통계품질, 기술자문",산업통상자원부,한국산업인력공단
CERT-SAF-0007,품질경영시스템 인증심사원,안전환경,품질인증환경,"품질경영시스템 인증심사원 보유자는 ISO9001, QMS, 인증심사원, 품질심사, 부적합 기준으로 시험, 인증, 심사, 품질관리 활동에 필요한 인력과 비용 산정의 타당성을 검증할 수 있다.","품질경영시스템 요구사항과 ISO 심사기법, 심사원 자격요건을 기반으로 한 인증심사원 자격이다.","ISO 9001 품질경영시스템 심사, 부적합 확인, 개선 권고, 인증 유지심사 업무를 수행할 수 있다.",4,민간,자격증,기타,"ISO9001, QMS, 인증심사원, 품질심사, 부적합",산업통상자원부,한국심사자격인증원
CERT-SAF-0003,화공안전기술사,안전환경,안전방재,"화공안전기술사 보유자는 화공안전, PSM, 위험성평가, 기술사, 공정안전 위험요인을 반영해 안전관리비, 예방조치, 진단비, 대응계획 비용의 적정성을 검토할 수 있다.",화학공정 안전 분야 최고 수준의 전문지식과 실무경험을 평가하는 기술사 국가기술자격이다.,"화학공정 위험성 평가, 공정안전관리, 사고예방 기술자문, 안전진단 업무를 수행할 수 있다.",5,국가기술자격,자격증,기술사,"화공안전, PSM, 위험성평가, 기술사, 공정안전",고용노동부,한국산업인력공단
CERT-BIZ-0030,PMP(프로젝트관리전문가) 1급,경영경제,프로젝트관리,"PMP(프로젝트관리전문가) 1급 보유자는 프로젝트관리, 일정관리, 리스크, PM, 산출물 기준으로 범위, 일정, 위험, 인력 투입계획을 검토해 프로젝트 원가 산정의 타당성을 검증할 수 있다.",프로젝트관리 이론과 실무 절차 이해를 확인하는 국내 민간 프로젝트관리 자격이다.,"프로젝트 일정·범위·비용 관리, 팀 협업 조정, 산출물 관리와 리스크 대응 업무를 수행할 수 있다.",2,민간,자격증,기타,"프로젝트관리, 일정관리, 리스크, PM, 산출물",고용노동부,한국자격검정평가진흥원
CERT-IT-0007,ISO27001_SGS심사원,IT데이터,정보보안감사,"ISO27001_SGS심사원 보유자는 ISO27001, ISMS, 정보보안, 보안심사, 위험평가 통제 기준으로 보안장비, 인증, 감사, 위험관리 비용이 원가에 적절히 반영됐는지 확인할 수 있다.",ISO/IEC 27001 정보보호관리체계 요구사항과 심사기법을 다루는 SGS 계열 심사원 자격이다.,"정보보호관리체계 심사, 보안통제 검토, 위험평가, 인증심사 대응 업무를 수행할 수 있다.",4,민간/국제,자격증,기타,"ISO27001, ISMS, 정보보안, 보안심사, 위험평가",해당 없음(민간/국제자격),SGS United Kingdom Ltd
CERT-CON-0002,건설사업관리전문가(CMP),건설부동산,건설건축,"건설사업관리전문가(CMP) 보유자는 CM, 건설사업관리, 공정관리, 원가관리, 프로젝트관리 전문성으로 공사 물량, 공법, 시공조건, 도면 근거를 확인해 공사원가 산정과 검증을 수행할 수 있다.",건설사업관리(CM) 절차와 프로젝트 통합관리 역량을 평가하는 민간 전문 자격이다.,"건설사업 기획, 설계·시공 단계 조정, 공정·원가·품질·리스크 관리 업무를 수행할 수 있다.",4,민간,자격증,기타,"CM, 건설사업관리, 공정관리, 원가관리, 프로젝트관리",국토교통부,한국기술사회
CERT-BIZ-0027,ERP 생산 정보관리사 2급,경영경제,경영ERP,"ERP 생산 정보관리사 2급 보유자는 ERP, 생산관리, MRP, 공정관리, 품질관리 데이터를 기준으로 구매, 생산, 회계, 인사 원천자료를 추적해 원가 산정 입력값의 신뢰성을 검증할 수 있다.",생산관리 이론과 ERP 생산 모듈 실무 능력을 평가하는 한국생산성본부 국가공인 민간자격이다.,"ERP 생산 모듈을 활용해 생산계획, 자재소요, 공정·품질 기초자료 관리 업무를 수행할 수 있다.",2,민간(국가),자격증,기타,"ERP, 생산관리, MRP, 공정관리, 품질관리",과학기술정보통신부,한국생산성본부
CERT-EDU-0007,워드프로세서,교육사무문화,사무OA,"워드프로세서 보유자는 문서작성, 워드, 사무행정, 편집, 공문서 능력으로 원가 자료 정리, 계산표 검산, 문서 증빙 정합성 확인 등 실무 검증 작업을 정확히 수행할 수 있다.",대한상공회의소가 시행하는 국가기술자격으로 워드프로세서 프로그램 활용과 문서작성 능력을 평가한다.,"문서 작성·편집, 표·차트 삽입, 공문서 형식 정리 등 사무 문서 업무를 수행할 수 있다.",1,국가기술자격,자격증,기타,"문서작성, 워드, 사무행정, 편집, 공문서",고용노동부,대한상공회의소
CERT-BIZ-0026,전산회계운용사 3급,경영경제,회계세무,"전산회계운용사 3급 보유자는 전산회계운용사, 회계정보시스템, 장부관리, 전표, 회계원리 관점에서 증빙, 회계처리, 세금 반영 내역을 대조해 원가 산정의 누락과 중복 계상을 점검할 수 있다.",대한상공회의소가 시행하는 전산회계 국가기술자격으로 회계 원리와 전산 처리 능력을 평가한다.,"회계정보시스템을 활용해 회계 기초자료 입력, 장부 관리, 전산회계 업무 보조를 수행할 수 있다.",2,국가기술자격,자격증,기타,"전산회계운용사, 회계정보시스템, 장부관리, 전표, 회계원리",고용노동부,대한상공회의소
CERT-BIZ-0033,회계관리2급,경영경제,회계세무,"회계관리2급 보유자는 회계관리, 회계원리, 재무제표, 분개, 삼일회계법인 관점에서 증빙, 회계처리, 세금 반영 내역을 대조해 원가 산정의 누락과 중복 계상을 점검할 수 있다.",삼일회계법인이 시행하는 국가공인 회계관리 자격 중 회계 기초 능력을 평가하는 등급이다.,"회계원리 기반 거래 분개, 재무제표 기초 이해, 회계자료 정리 업무를 수행할 수 있다.",1,민간(국가),자격증,기타,"회계관리, 회계원리, 재무제표, 분개, 삼일회계법인",금융위원회,삼일회계법인
CERT-AGR-0001,시설원예기사,농림생명,농림환경,"시설원예기사 보유자는 시설원예, 스마트팜, 온실, 양액재배, 환경제어 지식을 바탕으로 재배, 방제, 시설, 생육관리 비용의 산정 기준과 현장 타당성을 검토할 수 있다.","시설원예 작물, 환경제어, 재배시설과 경영 지식을 평가하는 기사 국가기술자격이다.","온실·시설재배 환경관리, 양액·작물 생육관리, 시설원예 경영·시공 관리 업무를 수행할 수 있다.",4,국가기술자격,자격증,기사,"시설원예, 스마트팜, 온실, 양액재배, 환경제어",농촌진흥청,한국산업인력공단
CERT-AGR-0005,스마트농업관리사,농림생명,농림환경,"스마트농업관리사 보유자는 스마트팜, 농업ICT, 환경제어, 데이터농업, 시설재배 지식을 바탕으로 재배, 방제, 시설, 생육관리 비용의 산정 기준과 현장 타당성을 검토할 수 있다.","스마트농업 시설, 센서·제어, 데이터 기반 재배관리 역량을 확인하는 농업 분야 자격이다.","스마트팜 장비 운용, 생육·환경 데이터 관리, 농업 ICT 시스템 점검 업무를 수행할 수 있다.",3,전문자격,자격증,전문자격사,"스마트팜, 농업ICT, 환경제어, 데이터농업, 시설재배",농림축산식품부,한국농업기술진흥원
CERT-BIZ-0021,무역영어1급,경영경제,무역외국어,"무역영어1급 보유자는 무역영어, 신용장, 계약서, 수출입, 비즈니스영어 문서를 해석해 수출입 조건, 운임, 보험료, 환율 반영이 원가 산정에 적절히 적용됐는지 확인할 수 있다.",대한상공회의소가 시행하는 무역 실무 영어 자격으로 무역서식과 비즈니스 영어 이해력을 평가한다.,"무역계약서·신용장·운송서류 독해, 해외거래 영문 커뮤니케이션, 무역 실무 문서처리를 수행할 수 있다.",3,민간(국가),자격증,기타,"무역영어, 신용장, 계약서, 수출입, 비즈니스영어",산업통상자원부,대한상공회의소
CERT-BIZ-0019,구매 자재관리사,경영경제,구매공급망,"구매 자재관리사 보유자는 구매관리, 자재관리, 재고, 협력업체, 공급망 기준으로 구매단가, 협력업체 조건, 재고비용을 비교해 조달 원가의 적정성을 판단할 수 있다.",구매·자재관리 이론과 실무 프로세스 이해를 평가하는 구매자재 분야 민간 자격이다.,"구매계획, 협력업체 관리, 자재소요·재고 관리, 원가절감 활동을 수행할 수 있다.",3,민간(국가),자격증,기타,"구매관리, 자재관리, 재고, 협력업체, 공급망",산업통상자원부,(사)한국구매자재관리협회
CERT-BIZ-0009,구매공급전문가,경영경제,구매공급망,"구매공급전문가 보유자는 구매공급, ISM, 조달, 소싱, 공급망관리 기준으로 구매단가, 협력업체 조건, 재고비용을 비교해 조달 원가의 적정성을 판단할 수 있다.","ISM 계열 구매·공급관리 전문 자격으로 전략적 소싱, 협상, 공급망관리 역량을 검정한다.","글로벌 구매전략, 공급업체 협상, 공급망 리스크 관리, 조달 성과관리 업무를 수행할 수 있다.",4,외국,자격증,기타,"구매공급, ISM, 조달, 소싱, 공급망관리",해당 없음(국제자격),미국 공급관리협회(ISM)
CERT-IT-0006,OCP_오라클 데이터베이스 관리자,IT데이터,IT데이터베이스,"OCP_오라클 데이터베이스 관리자 보유자는 Oracle, OCP, DBA, 데이터베이스, 백업복구 운영 지식으로 데이터베이스 구축, 라이선스, 백업, 성능관리 비용 산정 근거를 검증할 수 있다.",Oracle Corporation이 운영하는 데이터베이스 관리자 국제 자격으로 Oracle DB 관리 실무를 검정한다.,"Oracle 데이터베이스 설치·운영, 백업·복구, 성능관리, 사용자·권한 관리 업무를 수행할 수 있다.",4,외국,자격증,기타,"Oracle, OCP, DBA, 데이터베이스, 백업복구",해당 없음(국제자격),Oracle Corporation
CERT-BIZ-0013,기업·기술가치평가사,경영경제,기술사업화지식재산,"기업·기술가치평가사 보유자는 가치평가, 기술평가, 기업평가, 투자검토, 사업성분석 관점에서 기술가치, 사업성, 권리 범위를 검토해 기술 관련 원가와 가치 산정 근거를 보강할 수 있다.","기업가치와 기술가치 평가방법, 재무·시장·기술 분석 역량을 검정하는 민간 자격이다.","기업·기술 가치평가, 사업성 분석, 투자·M&A 검토자료 작성 업무를 수행할 수 있다.",4,민간,자격증,기타,"가치평가, 기술평가, 기업평가, 투자검토, 사업성분석",산업통상자원부,(사)한국기업·기술가치평가협회
